2,年轻男子街头暴打87岁老人，只因老人一句好心提醒87岁老人看到男子摔自行车就好心提醒会摔坏的没想到对方回报给老人的是拳打脚踢和拐杖抽打令人发指！
2,当他把钱汇到发小账户后，后者却不见了踪影。
2,民警李超被谭某某暴力推倒在地几米远，还被其拳打至嘴唇出血，民警成诚则被谭某某脚踢数次，身上的制式服装有多处被谭某某撕破，谭某某的恶意打闹导致医院化验科窗口设施一片狼藉。
2,黄某等人涉嫌非法走私、买卖、运输枪支弹药。
2,对于这家医院，北京时间记者检索发现，其在南昌市西湖区民政局登记为民办非企业单位，注册资本仅3万元，而手术中强迫患者加钱这样的事已经不是第一次发生
2,29岁小伙童为躲避毒品检查，把发型剃成地中海。
2,这4名未成年人皆未满14周岁，是附近中学的初二学生。事发时，正值学校放学的时间，男生准备骑车载另外3名女生从学校回位于杉木塘的家中
2,辽宁本溪一处铁矿发生炸药爆炸事故，已致11死9伤，井下25人被困。
1,林俩局说：砸两个门锁的过程不到1分钟，当时情况危急，我是使出了蛮力，事后也不知道自己为什么有那么大的力气。其实我一点都不冷静，看到3个孩子在里面，我吓得心脏都要跳出来了，我满脑子只想要使出全部力气救出孩子。然后他立刻报警，帮忙疏散邻居，避免浓烟毒害以及煤气爆炸
1,李盛元也在部队3次捐款3000元，送给因训练执勤而受伤的战士，并主动联系主治医生。
2,得手后的犯罪嫌疑人拿着赃物迅速离开现场
1,小厂刚开张，郝云国就把厂里的钥匙托付给了王玉英。郝云国外出办事，遇上有人来收发货，他一个电话打给王玉英就行。仓库里的货物价值少说也有20来万，从没少过一件东西。
1,我们的目的只有一个，就是先把阿戴的命保住，其他的没想过。吴军说。随后，他们这帮朋友自发地行动起来，有钱的出钱，有力的出力
1,病人临产大出血，她就为病人献血。
2,就有电视观众称看了广西卫视播出的关于胡祖秦的十六味汤方的广告后，短短三周内，就花了13000余元购买胡祖秦推荐的十六味汤方上当受骗。
2,雷鸣作为城北派出所教导员和法制员，在城北派出所办理的李亮、舒等人卖淫嫖娼案等11起案件过程中，对涉案的18名违法人员，违反国家法律规定，同意对上述18人不送执行拘留，并违规罚款。在城北派出所办理刘、黄卿等四人在休闲会所容留、介绍卖淫案和黄伟、胡在酒店容留、介绍卖淫案过程中，其明知案件中的刘、黄卿等六人的违法行为已符合刑事立案标准，仍违反国家法律规定，同意办案人员对上述六人只进行行政处罚，不予刑事立案侦查。
2,张、谢等9名货车司机时分时合，分别驾驶大型货运汽车，在到达宜兴收费站前，事先与在收费站附近的望风者曹取得联系，在对方告知收费站没有交警或路政稽查人员的情况下，采用遮挡号牌、冲撞栏杆等方式强行冲过收费站，从而逃避缴费，事后用微信转账的方式支付给曹好处费。
2,被告人徐长兴通过在网上发布销售枪支、弹药等信息，并发展下线代理销售枪支、弹药业务，
1,龙江县委、县政府向他伸出援助的手，社会各界为他捐款。
2,一名醉酒乘客行为具有敌意，对空乘人员进行侮辱，并挑衅与其斗殴，为机组成员和其他乘客带来威胁。
2,王有过违法犯罪前科，有一定的反侦查经验。
2,在一个农家小院，10平米左右的堂屋里，两名青年男子展开激烈搏斗。一名男子手持剪刀，拼命刺扎对方，在其前胸、后背、面部、颈部、手臂等处留下多处伤口，其中一刀扎断颈部静脉，一刀捅至心室，致对方当场死亡
1,虽然工作忙，但刘天华每月都会在父亲打针买药的时候回到家，待在父亲床边跟他说会儿话，尽管父亲已失去意识。
2,没有驾驶经验的吴某没有减速，将杨某撞飞。
1,开展以贫困妇女和退休老干部为重点对象的春节期间集中走访慰问活动，共走访慰问32名贫困妇女和退休老干部，发放慰问金2.85万元。
2,近几年丈夫脾气越发暴躁，经常对她家暴
2,蹇等人还拍下小娟被打和裸体跳舞视频，上传至众人组建的微信群。
2,深夜街头，一正在排队接受多位交警检查的白色本田小客车突然倒车，加速向右前方行驶，在将路边白色护栏撞倒后，斜插撞进排队车辆中后受阻停下。
2,王相当肯定地告诉对方要真证，并向对方提供了身份证信息，一周后，王就收到了做好的真证。
2,女孩正边看手机边在街头行走，迎面走来的男子突然用拳头重击她头部，女孩随后倒地。
2,少女上学被拖拽硬塞后备箱
2,直到增援的派出所民警闻讯赶来，韩铁嘴一帮人还不听劝解，坚持陪着韩虎到交警队，叫嚣不放人不下车
1,10年来，牛盘法为妻子选购了两种中成药服用了2年，又为妻子选购了两台脑复康治疗仪，每天为妻子治疗，已近7年。
2,奥布丽安开车带女儿们来到自己祖父母家的后院树林，在那里她逐一从车中诱出女儿，用猎枪杀死后，把三具童尸装回车里，开回男友家中，开枪自尽。
2,灰色面包车是逆行撞上来的，速度很快，目测时速80公里左右，像是故意撞人
2,且每次引诱受害人，皆为团伙大姐头高亲自出马，所得赃款高占一半，其余由参与人员平分。
2,老吴还是没有回家，于是家人就到蒋医生家中询问情况，然而蒋医生家黑灯瞎火，称他没有来过。
2,乌兰察布3人被电信诈骗近50万元！
1,为让更多桃农掌握科学种植知识，赵逸人还把自己的知识和经验无私地与广大桃农分享。
1,并且在生活中他也经常助人为乐，无偿为村里清理垃圾、整修河道，为邻里乡亲帮忙建房，运送物资，为村里打井安装新路灯，送村里老人孩子去医院急诊
1,在农村多是一些小矛盾、小问题，但处理不好的话，就可能使多年的兄弟、邻居结下梁子，老死不相往来，还可能反目成仇、对簿公堂。为了解群众需求、化解矛盾于基层，他坚持定期走访，通过与村两委的沟通，与老百姓田间地头上的聊天，及时了解矛盾隐患，将这些问题解决在萌芽状态，于建友跑断了腿、磨破了嘴，通过摆事实讲道理、用真心换真情，成为化解矛盾纠纷的及时雨与灭火器
2,湖北十堰经济开发区一男子在水上乐园玩耍时，冒充安全员，先后对两名从滑道滑出的15岁少女以搂抱、摸胸方式进行猥亵
1,学校的领导、老师、学生来看望马超并给了他们慰问款，在马超住在重症监护室时，校领导给了他们十万元学校的借款，救了马超的命。
2,广东省暴力伤医事件被报道的频率最高，共有38件。
1,该联盟先后举办7次大型活动和12次中小型救助活动，爱心步伐从温州走向了四川广元、浙江台州、黑龙江齐齐哈尔、福建漳州、贵州毕节等地，筹集善款1500万元。
2,男子带母赴京治，觉受到女医生冷遇持刀行凶
2,女子去年抢夺公交车方向盘
1,县慈善总会楠溪驿站助农义工队得知潘修娟老人的悲惨情况后，也常给这位无依靠的老人捐助一点钱，送上一些被子、衣服、手机等生活用品，让她有了生存的勇气。
2,此次无差别扫射事件已经成为美国的新常态
2,仍有个别市民趁工作人员不注意，偷偷燃烧元宝冥币等封建迷信祭品
2,突然就听到了撬门的声音。随后，那两名歹徒就闯了进来。
2,记者暗访政务中心遭不明身份者堵截
2,"广西贵港市一名女子嗜赌成性,除夕之夜在赌场上输光后,向赌场的周借了高利贷,后因还债问题与周发生了激烈冲突,在搏斗中导致周死亡。"
1,她在看守所帮聋哑人抠鱼刺。
1,目前前期手术费用已经暂时凑够，非常感谢全国各地好心人的帮助
2,而此时，行凶的女子却趁乱逃走了。
2,‘cccci郑家宜’是和拍照者一起，先将4袋垃圾运进公园，然后伪造成满地垃圾的场景。最令人难以忍受的是，两人拍照结束后，实际上是将倾倒一地的垃圾遗留在了现场。
2,此时的倪奔向女船主，将女船主按倒在船舷边。听到女船主呼喊后，唐余又跑过打击女船主。三人将男女船主捆绑，抬到了睡舱，最终造成了二名被害人死亡
2,曹因其女儿女婿被追赌债之事遭到不法人员恐吓，其公司经营也被骚扰
1,遇到客户因原材料、合同、车辆及其他个人原因取消订单的情况，他都能为客户着想，做到无条件退货。
1,一年来，有不少民警英勇负伤，山东临沂史夫俊、河南濮阳张富臣、内蒙古赤峰王琰、广东揭阳林金城等20名公安民警牺牲在扫黑除恶第一线。
2,他出轨的时间应该更早，可能是我怀孕两三个月就开始了，那时我还在上班，上晚班的时候，他会带着小三去小镇上逛街
2,该诈骗团伙成员给被害人管某某打电话，管某某在接到电话后听声音认为是其朋友，便回答称“你是李某某吗对方回答:“是冒充熟人的诈骗分子提出借钱，
2,可疑男子着女装混进女浴室
2,每天都要不停的骗人进来，完成目标
2,网上恶意抢票
2,被抓时，他正在猥亵另一个姑娘
1,在农资配送方面，连建祝多方考察农资厂家，确保化肥农药质优价廉；成立农资配送服务车队，及时将农资送到农户手中。
2,王和女友张在长春市二道区一超市内选购物品时，一男子手摸王臀部进行猥亵，遭王和张严厉斥责，该男子恼羞成怒，不顾同伴劝阻，持超市内空啤酒瓶将王和张头部打伤后逃离现场。
2,重庆渝北两路同一单元的两住户就因为其中一住户私自在顶楼公共区域喂鸡而引发矛盾，双方进而大打出手。
1,眼见堆积如山的打瓜就要烂掉，瓜农们又找到瓜子张公司寻求帮助。张少春立即派市场部负责人按合同价格前往收购。为此公司不仅履行了合同，还给瓜农多支付了20多万元资金。
2,英国威廉王子及其妻子凯特在前往温莎的途中，其车队中的一辆警察摩托车撞上了一名83岁的女性，目前这名老妇正在医院接受治疗，伤情严重。
2,委内瑞拉中部阿卡里瓜市一所警察局拘留中心内发生持械暴乱事件，导致至少23名囚犯死亡和18名警察受伤
2,开福区秀峰街道在建楼盘工地4辆渣土车、推土车、挖机等工程车辆燃油被盗，被盗损失4000余元。
2,吕先三涉嫌诈骗罪
2,一位八旬老人不忍心妻子百般经受病痛折磨，最终选择了枪杀妻子后自杀。
1,他还先后参加抢险救灾13次，完成大型临时性警卫勤务、重大演习及汇报表演30余次，
2,一环节中，为了降低成本，比如在经销商提供的一次性配套耗材上，就会可能存在重复使用的情况
2,孝感男子余和西安男子杜喝了3两白酒，下午临时买票乘坐Z138次列车从长沙到武汉，因是无座票，两人摇摇晃晃地站在车厢连接通道处，列车员经过时，余想着自己没座位，指着列车员破口大骂，杜也加入其中，二人共同霸占了列车连接处通道，不让列车员通行。
2,他们用自制捕捉工具驾车流窜捕捉壁虎进行销售，之前他们只知道壁虎是益虫，并不知道捕捉壁虎违法。
1,徐洪才在部队时练过擒拿格斗，他看准时机快步冲向前去，一把夺过肇事者手中的大刀，在村民们的协助下迅速将肇事者控制住并及时报警。
2,儿童特别是婴儿由于其生理结构和功能发育不完善，如果这类成分长期存在于体内，将对儿童的生长发育造成不良影响。
2,冲突中，其摄像机多处被摔坏，随行同事受到惊吓打电话报警，但手机也很快被对方收走。
1,苏州市出入境检验检疫局共产党员嵇世华，自2005年以来，累计献血达3000毫升。
1,一组消防队员协调公安交警实施现场警戒，疏散围观群众和过往车辆;
2,一名男子骑摩托车停在4号门后，跳过短墙，持刀砍伤一名站在4号门的“宪兵”，“宪兵”当场溅血送医急救。
1,喻达武每天早出晚归，用肩膀扛起整个家庭。早上匆匆扒几口饭，就赶紧出门做事。下午五点半，准时回到家中，给妻子、岳母做饭。为了不耽误白天做工挣钱，喻达武经常在晚上10点后还打着手电筒去地里种菜，就是为了让家里人能吃上一口新鲜的蔬菜。
2,刘广明在担任郴州市政协党组书记、主席期间，违反廉洁纪律，利用职务上的影响为他人谋取利益并收受财物，收受礼金。
2,江苏张家港塘桥镇一家卤菜店被举报使用罂粟。执法人员到店检查后，店主李坚称自己被冤枉了，说有加罂粟就去坐牢。民警对卤肉汤汁检测发现罂粟呈阳性，随后在汤锅里的一个调料包内发现了罂粟。
2,如果患者花钱花到一定程度，失去“开发”潜力了，基本上可以冷淡处理了要是对方还吵着要见面、要结婚，把他拉黑就是了利益捆绑按单提成，挖空心思让患者掏钱。
2,陈国勇又从中将部分毒品转卖给上诉人彭孝文，
2,我所盖的廉租房已经交工两年多，住建局已经付过工程款了，他却向纪委提交材料声称我盖的廉租房还没招标，
2,墨西哥输油管道爆炸已致20，贼曾在管道上钻孔
1,苑二刚不知道如何表达歉意，身上只有120元现金，但钟师傅拒绝了
2,这是母亲陈为测试丈夫对她及儿子是否关心、重视，蓄意策划制造的虚假警情
2,被告人张健为赌场接送参赌人员非法获利6000元。
2,安徽蚌埠司机包师傅驾驶长途大巴正常行驶，一名女乘客忽然提出在路边下车。包师傅向其解释该路段不能停车，女子不停劝阻抢夺方向盘来回转动，车辆随之来回晃动。
1,他做事很用心，比如为了让通知更醒目些，他会把通知二字写在特意剪出来的黄色方纸上，方纸四边手描花样边框。
1,为了使小赵免予刑事处罚，手中没有任何积蓄的黄政清主动承担了受害方的赔偿金。
2,死者手脚被打断、满身的钢筋印，一身的伤痕，再被扔下5楼，就是因为没有交保护费
1,一天，藏族妇女说自己肚子疼。杨桂花赶紧拨打了120急救电话。当时120救护车没有医护人员，杨桂花就自己陪着孕妇上了车。车走到半路，孩子就生了，杨桂花赶紧脱下自己的棉衣护住孩子。到了医院，她帮医护人员将连着脐带的孩子和产妇一起推进了手术室。两天后，母子俩平安回到救助站，杨桂花又当起了月嫂，一直照顾了40多天。
2,冉作为公交车驾驶人员，在驾驶公交车行进中，与乘客刘发生争吵，遭遇刘攻击后，应当认识到还击及抓扯行为会严重危害车辆行驶安全，但未采取有效措施确保行车安全，将右手放开方向盘还击刘，后又用右手挡刘的攻击，并与刘抓扯，其行为严重违反公交车驾驶人职业规定。
2,三个抢匪就想要和我俩对峙。
2,一男子将自己包装成“地产商”，又打造成“暖男”形象，获取网恋女友信任后，一个月内骗走她25万余元。
